event_type,qc_level,intensity,city,region_country,datetime_utc,reporter,description,query_year,query_month,queried_event
Devil,QC1,EF2,Rota,"Andalucía, Spain",16/07/2008 22:51 UTC,Local Weather Service,Strong winds caused structural damage.,2008,07,Devil
Ice,QC0+,EF1,Nagpur,"Maharashtra, India",29/06/2020 11:17 UTC,ESWD Management,Severe weather phenomenon confirmed by eyewitnesses.,2020,06,Ice
Tornado,QC0,N/A,Tel Aviv,"Tel Aviv District, Israel",17/02/2025 01:01 UTC,Storm Chaser Network,Strong winds caused structural damage.,2025,02,Tornado
Hail,QC2,EF1,Nagpur,"Maharashtra, India",24/07/2005 14:24 UTC,Storm Chaser Network,"Short-lived event, limited damage reported.",2005,07,Hail
Wind,QC0+,N/A,Munich,"Bavaria, Germany",31/05/2000 08:29 UTC,ESWD Management,Damage to vegetation and light structures.,2000,05,Wind
Snow,QC0,EF0,Munich,"Bavaria, Germany",03/05/2011 02:11 UTC,ESWD Management,Severe weather phenomenon confirmed by eyewitnesses.,2011,05,Snow
Hail,QC0,EF2,Munich,"Bavaria, Germany",29/10/2020 00:08 UTC,Public Report,Damage to vegetation and light structures.,2020,10,Hail
Ice,QC0,F-Scale: IF2,Vienna,Austria,10/10/2024 00:56 UTC,University Research Group,Strong winds caused structural damage.,2024,10,Ice
Funnel,QC0+,EF1,Paris,"Île-de-France, France",07/04/2018 10:13 UTC,Storm Chaser Network,Strong winds caused structural damage.,2018,04,Funnel
Gustnado,QC0+,F-Scale: IF2,Madrid,Spain,28/02/2000 20:00 UTC,ESWD Management,Weak event reported with minor impacts.,2000,02,Gustnado
Snow,QC2,EF1,Rota,"Andalucía, Spain",04/04/2014 00:37 UTC,Public Report,Strong winds caused structural damage.,2014,04,Snow
Hail,QC1,N/A,Genova,"Liguria, Italy",02/10/2008 04:10 UTC,Local Weather Service,Strong winds caused structural damage.,2008,10,Hail
Snow,QC0+,EF2,Vienna,Austria,03/03/2007 23:49 UTC,Local Weather Service,Event observed via satellite imagery.,2007,03,Snow
Precip,QC0+,EF0,Madrid,Spain,25/02/2002 11:04 UTC,University Research Group,Severe weather phenomenon confirmed by eyewitnesses.,2002,02,Precip
Precip,QC1,EF2,Munich,"Bavaria, Germany",17/07/2010 11:56 UTC,ESWD Management,Strong winds caused structural damage.,2010,07,Precip
Ice,QC1,EF2,Paris,"Île-de-France, France",23/02/2018 05:57 UTC,University Research Group,Event observed via satellite imagery.,2018,02,Ice
Tornado,QC0,F-Scale: IF0,Vienna,Austria,04/02/2002 03:38 UTC,Meteorological Office,Event observed via satellite imagery.,2002,02,Tornado
Snow,QC2,N/A,Vienna,Austria,21/09/2022 23:24 UTC,Local Weather Service,Severe weather phenomenon confirmed by eyewitnesses.,2022,09,Snow
Wind,QC0+,EF0,Madrid,Spain,07/10/2024 18:22 UTC,ESWD Management,Event observed via satellite imagery.,2024,10,Wind
Funnel,QC0,F-Scale: IF1,Paris,"Île-de-France, France",24/05/2012 18:08 UTC,ESWD Management,Damage to vegetation and light structures.,2012,05,Funnel
Snow,QC2,F-Scale: IF0,Madrid,Spain,06/10/2022 00:14 UTC,Public Report,Severe weather phenomenon confirmed by eyewitnesses.,2022,10,Snow
Funnel,QC0+,F-Scale: IF2,Munich,"Bavaria, Germany",20/11/2005 06:04 UTC,University Research Group,Damage to vegetation and light structures.,2005,11,Funnel
Ice,QC1,EF2,Vienna,Austria,14/02/2008 01:32 UTC,Meteorological Office,"Short-lived event, limited damage reported.",2008,02,Ice
Hail,QC2,EF1,Paris,"Île-de-France, France",29/05/2014 15:11 UTC,Public Report,Weak event reported with minor impacts.,2014,05,Hail
Funnel,QC0+,F-Scale: IF0,Nagpur,"Maharashtra, India",24/02/2020 20:13 UTC,University Research Group,Damage to vegetation and light structures.,2020,02,Funnel
Snow,QC2,N/A,Paris,"Île-de-France, France",19/06/2018 04:52 UTC,Meteorological Office,Damage to vegetation and light structures.,2018,06,Snow
Precip,QC0,EF1,Genova,"Liguria, Italy",08/12/2003 13:16 UTC,Public Report,Damage to vegetation and light structures.,2003,12,Precip
Lightning,QC0,F-Scale: IF2,Rome,"Lazio, Italy",05/11/2020 01:19 UTC,University Research Group,Event observed via satellite imagery.,2020,11,Lightning
Gustnado,QC2,EF2,Genova,"Liguria, Italy",14/03/2009 06:52 UTC,Public Report,"Short-lived event, limited damage reported.",2009,03,Gustnado
Hail,QC0+,F-Scale: IF2,Rota,"Andalucía, Spain",07/05/2000 17:32 UTC,Storm Chaser Network,Severe weather phenomenon confirmed by eyewitnesses.,2000,05,Hail
Precip,QC0+,F-Scale: IF0,Genova,"Liguria, Italy",29/10/2005 22:55 UTC,University Research Group,Severe weather phenomenon confirmed by eyewitnesses.,2005,10,Precip
Ice,QC0+,EF2,Zurich,Switzerland,29/09/2004 03:59 UTC,Public Report,"Short-lived event, limited damage reported.",2004,09,Ice
Precip,QC0+,EF0,Paris,"Île-de-France, France",23/11/2025 20:17 UTC,ESWD Management,Strong winds caused structural damage.,2025,11,Precip
Snow,QC0+,EF1,Zurich,Switzerland,07/03/2002 07:31 UTC,University Research Group,Severe weather phenomenon confirmed by eyewitnesses.,2002,03,Snow
Lightning,QC1,EF2,Madrid,Spain,28/10/2015 04:58 UTC,University Research Group,"Short-lived event, limited damage reported.",2015,10,Lightning
Tornado,QC0,EF1,Madrid,Spain,15/10/2017 17:29 UTC,Meteorological Office,Event observed via satellite imagery.,2017,10,Tornado
Tornado,QC0+,F-Scale: IF0,Paris,"Île-de-France, France",04/10/2017 23:46 UTC,University Research Group,"Short-lived event, limited damage reported.",2017,10,Tornado
Avalanche,QC2,EF1,Rota,"Andalucía, Spain",03/02/2021 08:05 UTC,Meteorological Office,"Short-lived event, limited damage reported.",2021,02,Avalanche
Tornado,QC1,EF0,Rome,"Lazio, Italy",01/05/2013 09:26 UTC,University Research Group,Strong winds caused structural damage.,2013,05,Tornado
Precip,QC0,N/A,Munich,"Bavaria, Germany",22/11/2013 09:27 UTC,ESWD Management,Severe weather phenomenon confirmed by eyewitnesses.,2013,11,Precip
Hail,QC0+,EF0,Rome,"Lazio, Italy",23/08/2007 14:32 UTC,University Research Group,Damage to vegetation and light structures.,2007,08,Hail
Ice,QC1,EF1,Nagpur,"Maharashtra, India",09/05/2013 15:25 UTC,ESWD Management,Strong winds caused structural damage.,2013,05,Ice
Hail,QC1,EF1,Rota,"Andalucía, Spain",16/08/2011 08:30 UTC,University Research Group,"Short-lived event, limited damage reported.",2011,08,Hail
Devil,QC0,EF0,Rome,"Lazio, Italy",18/02/2023 11:14 UTC,Public Report,Strong winds caused structural damage.,2023,02,Devil
Tornado,QC1,EF0,Zurich,Switzerland,27/04/2016 17:16 UTC,Public Report,Event observed via satellite imagery.,2016,04,Tornado
Precip,QC0,EF0,Paris,"Île-de-France, France",18/10/2014 14:13 UTC,Storm Chaser Network,"Short-lived event, limited damage reported.",2014,10,Precip
Ice,QC0,EF0,Nagpur,"Maharashtra, India",02/10/2013 23:06 UTC,University Research Group,Event observed via satellite imagery.,2013,10,Ice
Avalanche,QC2,EF0,Paris,"Île-de-France, France",22/05/2004 23:26 UTC,Storm Chaser Network,Weak event reported with minor impacts.,2004,05,Avalanche
Precip,QC0,EF2,Nagpur,"Maharashtra, India",10/03/2014 22:26 UTC,University Research Group,Weak event reported with minor impacts.,2014,03,Precip
Wind,QC2,EF1,Madrid,Spain,24/12/2023 07:26 UTC,Local Weather Service,Event observed via satellite imagery.,2023,12,Wind
Devil,QC1,F-Scale: IF0,Nagpur,"Maharashtra, India",23/06/2022 10:58 UTC,Local Weather Service,Event observed via satellite imagery.,2022,06,Devil
Hail,QC1,EF2,Rome,"Lazio, Italy",03/04/2015 04:26 UTC,ESWD Management,Strong winds caused structural damage.,2015,04,Hail
Gustnado,QC2,F-Scale: IF2,Nagpur,"Maharashtra, India",26/11/2003 04:43 UTC,Local Weather Service,Event observed via satellite imagery.,2003,11,Gustnado
Wind,QC1,N/A,Nagpur,"Maharashtra, India",24/01/2014 23:42 UTC,ESWD Management,Damage to vegetation and light structures.,2014,01,Wind
Tornado,QC0,F-Scale: IF1,Paris,"Île-de-France, France",28/12/2006 08:57 UTC,Local Weather Service,Event observed via satellite imagery.,2006,12,Tornado
Devil,QC0,F-Scale: IF2,Munich,"Bavaria, Germany",16/08/2021 16:37 UTC,Storm Chaser Network,"Short-lived event, limited damage reported.",2021,08,Devil
Snow,QC1,F-Scale: IF2,Rota,"Andalucía, Spain",25/11/2010 12:11 UTC,Meteorological Office,Strong winds caused structural damage.,2010,11,Snow
Wind,QC0,EF0,Rota,"Andalucía, Spain",03/09/2006 01:15 UTC,ESWD Management,Severe weather phenomenon confirmed by eyewitnesses.,2006,09,Wind
Ice,QC1,F-Scale: IF2,Genova,"Liguria, Italy",22/09/2008 14:16 UTC,Meteorological Office,"Short-lived event, limited damage reported.",2008,09,Ice
Ice,QC0+,F-Scale: IF0,Paris,"Île-de-France, France",26/07/2017 03:47 UTC,Public Report,"Short-lived event, limited damage reported.",2017,07,Ice
Devil,QC0+,EF0,Rome,"Lazio, Italy",07/03/2004 21:40 UTC,University Research Group,Strong winds caused structural damage.,2004,03,Devil
Avalanche,QC2,EF2,Zurich,Switzerland,29/07/2014 01:00 UTC,Storm Chaser Network,Weak event reported with minor impacts.,2014,07,Avalanche
Gustnado,QC0+,EF2,Tel Aviv,"Tel Aviv District, Israel",14/09/2006 18:28 UTC,University Research Group,Strong winds caused structural damage.,2006,09,Gustnado
Avalanche,QC1,EF0,Vienna,Austria,28/04/2017 10:06 UTC,Public Report,Strong winds caused structural damage.,2017,04,Avalanche
Snow,QC1,F-Scale: IF2,Nagpur,"Maharashtra, India",12/03/2000 08:45 UTC,Meteorological Office,Damage to vegetation and light structures.,2000,03,Snow
Tornado,QC2,F-Scale: IF1,Vienna,Austria,16/04/2002 04:18 UTC,University Research Group,Damage to vegetation and light structures.,2002,04,Tornado
Hail,QC2,N/A,Rota,"Andalucía, Spain",01/06/2022 17:00 UTC,Public Report,"Short-lived event, limited damage reported.",2022,06,Hail
Precip,QC0+,EF0,Munich,"Bavaria, Germany",15/09/2009 07:55 UTC,Storm Chaser Network,Event observed via satellite imagery.,2009,09,Precip
Tornado,QC2,F-Scale: IF0,Rome,"Lazio, Italy",08/10/2002 08:58 UTC,ESWD Management,"Short-lived event, limited damage reported.",2002,10,Tornado
Gustnado,QC2,EF2,Nagpur,"Maharashtra, India",15/12/2017 19:18 UTC,University Research Group,Event observed via satellite imagery.,2017,12,Gustnado
Hail,QC0+,F-Scale: IF1,Rome,"Lazio, Italy",11/10/2000 06:16 UTC,ESWD Management,"Short-lived event, limited damage reported.",2000,10,Hail
Wind,QC0,EF0,Vienna,Austria,15/02/2015 23:05 UTC,ESWD Management,Severe weather phenomenon confirmed by eyewitnesses.,2015,02,Wind
Tornado,QC2,F-Scale: IF0,Rota,"Andalucía, Spain",13/05/2019 21:57 UTC,University Research Group,Weak event reported with minor impacts.,2019,05,Tornado
Snow,QC0,F-Scale: IF1,Genova,"Liguria, Italy",29/09/2007 01:19 UTC,Public Report,Event observed via satellite imagery.,2007,09,Snow
Ice,QC2,EF1,Munich,"Bavaria, Germany",27/06/2001 15:36 UTC,Storm Chaser Network,Event observed via satellite imagery.,2001,06,Ice
Funnel,QC0+,EF2,Zurich,Switzerland,06/03/2008 02:31 UTC,Local Weather Service,Strong winds caused structural damage.,2008,03,Funnel
Devil,QC0+,EF1,Rome,"Lazio, Italy",03/04/2003 20:21 UTC,Storm Chaser Network,Strong winds caused structural damage.,2003,04,Devil
Tornado,QC1,F-Scale: IF1,Tel Aviv,"Tel Aviv District, Israel",16/01/2005 00:05 UTC,ESWD Management,Severe weather phenomenon confirmed by eyewitnesses.,2005,01,Tornado
Funnel,QC0,N/A,Tel Aviv,"Tel Aviv District, Israel",10/10/2007 14:15 UTC,ESWD Management,"Short-lived event, limited damage reported.",2007,10,Funnel
Gustnado,QC2,EF0,Tel Aviv,"Tel Aviv District, Israel",01/12/2022 07:57 UTC,University Research Group,Damage to vegetation and light structures.,2022,12,Gustnado
Gustnado,QC1,EF1,Paris,"Île-de-France, France",06/06/2002 10:46 UTC,Public Report,Damage to vegetation and light structures.,2002,06,Gustnado
Wind,QC0+,EF1,Madrid,Spain,07/01/2024 15:11 UTC,Local Weather Service,Weak event reported with minor impacts.,2024,01,Wind
Hail,QC0,F-Scale: IF0,Nagpur,"Maharashtra, India",05/10/2006 05:25 UTC,Local Weather Service,Severe weather phenomenon confirmed by eyewitnesses.,2006,10,Hail
Tornado,QC1,EF0,Madrid,Spain,18/05/2002 09:56 UTC,University Research Group,Severe weather phenomenon confirmed by eyewitnesses.,2002,05,Tornado
Snow,QC0+,EF2,Madrid,Spain,31/12/2025 11:03 UTC,Meteorological Office,Severe weather phenomenon confirmed by eyewitnesses.,2025,12,Snow
Hail,QC0,EF2,Rota,"Andalucía, Spain",21/06/2025 14:13 UTC,Storm Chaser Network,Damage to vegetation and light structures.,2025,06,Hail
Wind,QC0+,F-Scale: IF2,Tel Aviv,"Tel Aviv District, Israel",13/07/2011 11:41 UTC,Storm Chaser Network,Event observed via satellite imagery.,2011,07,Wind
Wind,QC1,EF0,Madrid,Spain,22/11/2020 23:43 UTC,Storm Chaser Network,"Short-lived event, limited damage reported.",2020,11,Wind
Lightning,QC0,N/A,Munich,"Bavaria, Germany",18/08/2000 15:04 UTC,University Research Group,Strong winds caused structural damage.,2000,08,Lightning
Tornado,QC2,EF0,Munich,"Bavaria, Germany",08/09/2018 10:51 UTC,Storm Chaser Network,Weak event reported with minor impacts.,2018,09,Tornado
Hail,QC2,F-Scale: IF1,Genova,"Liguria, Italy",20/05/2006 20:59 UTC,Public Report,Damage to vegetation and light structures.,2006,05,Hail
Gustnado,QC0+,EF1,Zurich,Switzerland,08/06/2023 02:05 UTC,Local Weather Service,Severe weather phenomenon confirmed by eyewitnesses.,2023,06,Gustnado
Precip,QC0,EF0,Genova,"Liguria, Italy",09/12/2016 08:46 UTC,ESWD Management,Weak event reported with minor impacts.,2016,12,Precip
Snow,QC2,F-Scale: IF0,Nagpur,"Maharashtra, India",06/02/2022 02:32 UTC,Meteorological Office,Severe weather phenomenon confirmed by eyewitnesses.,2022,02,Snow
Hail,QC0+,F-Scale: IF0,Madrid,Spain,11/02/2023 00:21 UTC,University Research Group,Strong winds caused structural damage.,2023,02,Hail
Hail,QC1,EF2,Zurich,Switzerland,16/09/2013 16:06 UTC,ESWD Management,Event observed via satellite imagery.,2013,09,Hail
Wind,QC0,F-Scale: IF1,Rome,"Lazio, Italy",29/06/2023 06:30 UTC,Meteorological Office,Event observed via satellite imagery.,2023,06,Wind
Lightning,QC1,F-Scale: IF0,Vienna,Austria,08/09/2010 12:44 UTC,Storm Chaser Network,Weak event reported with minor impacts.,2010,09,Lightning
Funnel,QC1,EF1,Rome,"Lazio, Italy",03/11/2003 21:03 UTC,ESWD Management,"Short-lived event, limited damage reported.",2003,11,Funnel
Wind,QC0,EF2,Rota,"Andalucía, Spain",25/04/2005 16:05 UTC,Public Report,Strong winds caused structural damage.,2005,04,Wind
Precip,QC1,F-Scale: IF1,Zurich,Switzerland,17/10/2021 03:30 UTC,ESWD Management,Severe weather phenomenon confirmed by eyewitnesses.,2021,10,Precip
Wind,QC1,F-Scale: IF0,Genova,"Liguria, Italy",17/06/2002 16:05 UTC,Meteorological Office,Event observed via satellite imagery.,2002,06,Wind
Devil,QC1,EF2,Zurich,Switzerland,30/07/2024 19:45 UTC,Storm Chaser Network,"Short-lived event, limited damage reported.",2024,07,Devil
Hail,QC1,EF0,Paris,"Île-de-France, France",20/10/2006 22:07 UTC,ESWD Management,Strong winds caused structural damage.,2006,10,Hail
Avalanche,QC0,N/A,Vienna,Austria,08/01/2003 03:07 UTC,Public Report,Weak event reported with minor impacts.,2003,01,Avalanche
Avalanche,QC2,EF1,Paris,"Île-de-France, France",15/04/2002 03:37 UTC,University Research Group,Damage to vegetation and light structures.,2002,04,Avalanche
Avalanche,QC0,F-Scale: IF1,Tel Aviv,"Tel Aviv District, Israel",12/07/2000 12:42 UTC,Meteorological Office,Strong winds caused structural damage.,2000,07,Avalanche
Ice,QC0+,EF2,Rome,"Lazio, Italy",29/03/2021 05:34 UTC,University Research Group,"Short-lived event, limited damage reported.",2021,03,Ice
Gustnado,QC0+,EF1,Rota,"Andalucía, Spain",03/09/2003 00:24 UTC,Storm Chaser Network,Damage to vegetation and light structures.,2003,09,Gustnado
Tornado,QC2,EF2,Rome,"Lazio, Italy",26/03/2021 09:10 UTC,University Research Group,Strong winds caused structural damage.,2021,03,Tornado
Precip,QC2,F-Scale: IF2,Vienna,Austria,27/04/2010 20:27 UTC,Public Report,Strong winds caused structural damage.,2010,04,Precip
Wind,QC1,F-Scale: IF1,Munich,"Bavaria, Germany",31/05/2011 05:42 UTC,Storm Chaser Network,Strong winds caused structural damage.,2011,05,Wind
Precip,QC0+,F-Scale: IF0,Rome,"Lazio, Italy",27/07/2011 22:50 UTC,Meteorological Office,Weak event reported with minor impacts.,2011,07,Precip
Hail,QC0+,EF0,Munich,"Bavaria, Germany",25/01/2005 11:55 UTC,Meteorological Office,Weak event reported with minor impacts.,2005,01,Hail
Precip,QC0+,EF0,Vienna,Austria,02/03/2004 06:24 UTC,Public Report,Event observed via satellite imagery.,2004,03,Precip
Wind,QC2,EF0,Zurich,Switzerland,27/09/2017 19:34 UTC,Public Report,Weak event reported with minor impacts.,2017,09,Wind
Precip,QC1,F-Scale: IF2,Zurich,Switzerland,19/03/2000 18:05 UTC,Storm Chaser Network,Weak event reported with minor impacts.,2000,03,Precip
Wind,QC1,EF1,Munich,"Bavaria, Germany",30/01/2002 12:23 UTC,University Research Group,Severe weather phenomenon confirmed by eyewitnesses.,2002,01,Wind
Lightning,QC1,EF1,Madrid,Spain,15/07/2003 09:23 UTC,Public Report,Weak event reported with minor impacts.,2003,07,Lightning
Lightning,QC2,F-Scale: IF1,Rota,"Andalucía, Spain",26/06/2009 11:31 UTC,Meteorological Office,Strong winds caused structural damage.,2009,06,Lightning
Avalanche,QC1,F-Scale: IF2,Vienna,Austria,04/12/2019 08:43 UTC,ESWD Management,"Short-lived event, limited damage reported.",2019,12,Avalanche
Tornado,QC0+,F-Scale: IF1,Rome,"Lazio, Italy",08/01/2025 14:54 UTC,Meteorological Office,Damage to vegetation and light structures.,2025,01,Tornado
Devil,QC0,F-Scale: IF0,Vienna,Austria,09/07/2006 15:03 UTC,ESWD Management,Weak event reported with minor impacts.,2006,07,Devil
Avalanche,QC0,EF1,Madrid,Spain,06/09/2016 23:39 UTC,Meteorological Office,Severe weather phenomenon confirmed by eyewitnesses.,2016,09,Avalanche
Precip,QC1,EF1,Zurich,Switzerland,14/12/2022 20:48 UTC,Local Weather Service,Event observed via satellite imagery.,2022,12,Precip
Funnel,QC2,F-Scale: IF0,Nagpur,"Maharashtra, India",05/01/2016 19:41 UTC,Public Report,Strong winds caused structural damage.,2016,01,Funnel
Devil,QC0+,EF2,Rota,"Andalucía, Spain",12/05/2020 23:42 UTC,Meteorological Office,Strong winds caused structural damage.,2020,05,Devil
Lightning,QC0+,EF2,Rota,"Andalucía, Spain",15/10/2001 05:19 UTC,Storm Chaser Network,Damage to vegetation and light structures.,2001,10,Lightning
Gustnado,QC0+,F-Scale: IF0,Vienna,Austria,21/03/2022 22:37 UTC,Meteorological Office,Damage to vegetation and light structures.,2022,03,Gustnado
Ice,QC2,N/A,Madrid,Spain,10/05/2007 19:36 UTC,Public Report,Weak event reported with minor impacts.,2007,05,Ice
Tornado,QC2,EF2,Tel Aviv,"Tel Aviv District, Israel",18/11/2002 09:37 UTC,Meteorological Office,"Short-lived event, limited damage reported.",2002,11,Tornado
Lightning,QC2,F-Scale: IF0,Munich,"Bavaria, Germany",17/01/2020 10:24 UTC,Meteorological Office,Event observed via satellite imagery.,2020,01,Lightning
Tornado,QC2,EF2,Nagpur,"Maharashtra, India",09/06/2020 03:32 UTC,Public Report,Damage to vegetation and light structures.,2020,06,Tornado
Precip,QC1,EF0,Paris,"Île-de-France, France",01/02/2008 02:45 UTC,ESWD Management,Severe weather phenomenon confirmed by eyewitnesses.,2008,02,Precip
Gustnado,QC0,N/A,Paris,"Île-de-France, France",26/01/2015 18:16 UTC,Meteorological Office,Damage to vegetation and light structures.,2015,01,Gustnado
Gustnado,QC2,N/A,Rome,"Lazio, Italy",12/02/2008 14:27 UTC,Storm Chaser Network,"Short-lived event, limited damage reported.",2008,02,Gustnado
Lightning,QC2,EF0,Madrid,Spain,29/05/2020 20:07 UTC,Meteorological Office,Damage to vegetation and light structures.,2020,05,Lightning
Ice,QC2,N/A,Vienna,Austria,31/12/2022 08:48 UTC,Meteorological Office,Weak event reported with minor impacts.,2022,12,Ice
Devil,QC0+,EF2,Munich,"Bavaria, Germany",10/03/2000 03:56 UTC,Public Report,Strong winds caused structural damage.,2000,03,Devil
